model,duel,chain,draw,source,destination,rate
prior,NFP+/RN+,0,841,DVD,NON_EXPRIMES,0.8417922895102534
prior,NFP+/RN+,0,842,LR,NFP+,0.000022219056543578913
prior,NFP+/RN+,0,842,LR,RN+,0.29700254996062114
prior,NFP+/RN+,0,842,LR,NON_EXPRIMES,0.7029752309828351
prior,NFP+/RN+,0,842,ENS+,NFP+,0.9774625691083472
prior,NFP+/RN+,0,842,ENS+,RN+,0.013084086044027908
prior,NFP+/RN+,0,842,ENS+,NON_EXPRIMES,0.009453344847625294
prior,NFP+/RN+,0,842,DVD,NFP+,0.08787500126719164
prior,NFP+/RN+,0,842,DVD,RN+,0.123193032065391
prior,NFP+/RN+,0,842,DVD,NON_EXPRIMES,0.7889319666674175
prior,NFP+/RN+,0,843,LR,NFP+,0.14996949862194345
prior,NFP+/RN+,0,843,LR,RN+,0.1315990198747523
prior,NFP+/RN+,0,843,LR,NON_EXPRIMES,0.7184314815033042
prior,NFP+/RN+,0,843,ENS+,NFP+,0.896508047553645
prior,NFP+/RN+,0,843,ENS+,RN+,0.04740409621619563
prior,NFP+/RN+,0,843,ENS+,NON_EXPRIMES,0.056087856230159376
prior,NFP+/RN+,0,843,DVD,NFP+,0.5607922521974839
prior,NFP+/RN+,0,843,DVD,RN+,0.04622263244678771
prior,NFP+/RN+,0,843,DVD,NON_EXPRIMES,0.3929851153557284
prior,NFP+/RN+,0,844,LR,NFP+,0.07571471939034001
prior,NFP+/RN+,0,844,LR,RN+,0.55424940909966
prior,NFP+/RN+,0,844,LR,NON_EXPRIMES,0.37003587151
prior,NFP+/RN+,0,844,ENS+,NFP+,0.9364522528424163
prior,NFP+/RN+,0,844,ENS+,RN+,0.052447509304123716
prior,NFP+/RN+,0,844,ENS+,NON_EXPRIMES,0.011100237853459982
prior,NFP+/RN+,0,844,DVD,NFP+,0.000015907420947131324
prior,NFP+/RN+,0,844,DVD,RN+,0.06901763384341873
prior,NFP+/RN+,0,844,DVD,NON_EXPRIMES,0.9309664587356342
prior,NFP+/RN+,0,845,LR,NFP+,0.10203236413589502
prior,NFP+/RN+,0,845,LR,RN+,0.5578130523636844
prior,NFP+/RN+,0,845,LR,NON_EXPRIMES,0.34015458350042055
prior,NFP+/RN+,0,845,ENS+,NFP+,0.9204480122327693
prior,NFP+/RN+,0,845,ENS+,RN+,0.07847622663506837
prior,NFP+/RN+,0,845,ENS+,NON_EXPRIMES,0.0010757611321625922
prior,NFP+/RN+,0,845,DVD,NFP+,0.6102108114879065
prior,NFP+/RN+,0,845,DVD,RN+,0.1442793717614381
prior,NFP+/RN+,0,845,DVD,NON_EXPRIMES,0.2455098167506553
prior,NFP+/RN+,0,846,LR,NFP+,0.09192802997980491
prior,NFP+/RN+,0,846,LR,RN+,0.5390885485059931
prior,NFP+/RN+,0,846,LR,NON_EXPRIMES,0.3689834215142022
prior,NFP+/RN+,0,846,ENS+,NFP+,0.6710729161536785
prior,NFP+/RN+,0,846,ENS+,RN+,0.20088125480283275
prior,NFP+/RN+,0,846,ENS+,NON_EXPRIMES,0.1280458290434889
prior,NFP+/RN+,0,846,DVD,NFP+,0.2266453590587517
prior,NFP+/RN+,0,846,DVD,RN+,0.4137523233587512
prior,NFP+/RN+,0,846,DVD,NON_EXPRIMES,0.3596023175824971
prior,NFP+/RN+,0,847,LR,NFP+,0.23330693004073247
prior,NFP+/RN+,0,847,LR,RN+,0.575678406874779
prior,NFP+/RN+,0,847,LR,NON_EXPRIMES,0.19101466308448858
prior,NFP+/RN+,0,847,ENS+,NFP+,0.5378168055904834
prior,NFP+/RN+,0,847,ENS+,RN+,0.1535520143289459
prior,NFP+/RN+,0,847,ENS+,NON_EXPRIMES,0.30863118008057083
prior,NFP+/RN+,0,847,DVD,NFP+,0.01178928912128489
prior,NFP+/RN+,0,847,DVD,RN+,0.4637484192851003
prior,NFP+/RN+,0,847,DVD,NON_EXPRIMES,0.5244622915936148
prior,NFP+/RN+,0,848,LR,NFP+,0.3979007019962967
prior,NFP+/RN+,0,848,LR,RN+,0.5873213098895894
prior,NFP+/RN+,0,848,LR,NON_EXPRIMES,0.01477798811411418
prior,NFP+/RN+,0,848,ENS+,NFP+,0.9850414231950835
prior,NFP+/RN+,0,848,ENS+,RN+,0.0010132677666918857
prior,NFP+/RN+,0,848,ENS+,NON_EXPRIMES,0.013945309038225065
prior,NFP+/RN+,0,848,DVD,NFP+,0.296751347523117
prior,NFP+/RN+,0,848,DVD,RN+,0.5758616563516432
prior,NFP+/RN+,0,848,DVD,NON_EXPRIMES,0.12738699612523982
prior,NFP+/RN+,0,849,LR,NFP+,0.2361567254719004
prior,NFP+/RN+,0,849,LR,RN+,0.43438907950442435
prior,NFP+/RN+,0,849,LR,NON_EXPRIMES,0.32945419502367534
prior,NFP+/RN+,0,849,ENS+,NFP+,0.5893130331943707
prior,NFP+/RN+,0,849,ENS+,RN+,0.13950075614404897
prior,NFP+/RN+,0,849,ENS+,NON_EXPRIMES,0.27118621066158066
prior,NFP+/RN+,0,849,DVD,NFP+,0.07230793818590413
prior,NFP+/RN+,0,849,DVD,RN+,0.599868035890313
prior,NFP+/RN+,0,849,DVD,NON_EXPRIMES,0.32782402592378285
prior,NFP+/RN+,0,850,LR,NFP+,0.1283603591702363
prior,NFP+/RN+,0,850,LR,RN+,0.5293678711250458
prior,NFP+/RN+,0,850,LR,NON_EXPRIMES,0.34227176970471773
prior,NFP+/RN+,0,850,ENS+,NFP+,0.5932446599244438
prior,NFP+/RN+,0,850,ENS+,RN+,0.2995876555019306
prior,NFP+/RN+,0,850,ENS+,NON_EXPRIMES,0.10716768457362566
prior,NFP+/RN+,0,850,DVD,NFP+,0.31659672506665826
prior,NFP+/RN+,0,850,DVD,RN+,0.12219232973471533
prior,NFP+/RN+,0,850,DVD,NON_EXPRIMES,0.5612109451986265
prior,NFP+/RN+,0,851,LR,NFP+,0.4871148824785381
prior,NFP+/RN+,0,851,LR,RN+,0.29771049989063103
prior,NFP+/RN+,0,851,LR,NON_EXPRIMES,0.21517461763083087
prior,NFP+/RN+,0,851,ENS+,NFP+,0.8330378369651495
prior,NFP+/RN+,0,851,ENS+,RN+,0.12387169132757098
prior,NFP+/RN+,0,851,ENS+,NON_EXPRIMES,0.043090471707279164
prior,NFP+/RN+,0,851,DVD,NFP+,0.2949288921056144
prior,NFP+/RN+,0,851,DVD,RN+,0.23204093923538704
prior,NFP+/RN+,0,851,DVD,NON_EXPRIMES,0.47303016865899855
prior,NFP+/RN+,0,852,LR,NFP+,0.29471924050848436
prior,NFP+/RN+,0,852,LR,RN+,0.1679123350977287
prior,NFP+/RN+,0,852,LR,NON_EXPRIMES,0.5373684243937868
prior,NFP+/RN+,0,852,ENS+,NFP+,0.5189319255020542
prior,NFP+/RN+,0,852,ENS+,RN+,0.35471852928256636
prior,NFP+/RN+,0,852,ENS+,NON_EXPRIMES,0.12634954521537958
prior,NFP+/RN+,0,852,DVD,NFP+,0.5465295406934718
prior,NFP+/RN+,0,852,DVD,RN+,0.006922005504177689
prior,NFP+/RN+,0,852,DVD,NON_EXPRIMES,0.4465484538023504
prior,NFP+/RN+,0,853,LR,NFP+,0.1471553663129718
prior,NFP+/RN+,0,853,LR,RN+,0.5186441469223853
prior,NFP+/RN+,0,853,LR,NON_EXPRIMES,0.33420048676464287
prior,NFP+/RN+,0,853,ENS+,NFP+,0.8267588582586278
prior,NFP+/RN+,0,853,ENS+,RN+,0.003287716325812114
prior,NFP+/RN+,0,853,ENS+,NON_EXPRIMES,0.16995342541556013
prior,NFP+/RN+,0,853,DVD,NFP+,0.37749335935914363
prior,NFP+/RN+,0,853,DVD,RN+,0.0198481800074284
prior,NFP+/RN+,0,853,DVD,NON_EXPRIMES,0.6026584606334279
prior,NFP+/RN+,0,854,LR,NFP+,0.42170370341732355
prior,NFP+/RN+,0,854,LR,RN+,0.15153345969910204
prior,NFP+/RN+,0,854,LR,NON_EXPRIMES,0.42676283688357447
prior,NFP+/RN+,0,854,ENS+,NFP+,0.9058298997349763
prior,NFP+/RN+,0,854,ENS+,RN+,0.06774609053148575
prior,NFP+/RN+,0,854,ENS+,NON_EXPRIMES,0.026424009733537524
prior,NFP+/RN+,0,854,DVD,NFP+,0.0348371047417118
prior,NFP+/RN+,0,854,DVD,RN+,0.14656571245101088
prior,NFP+/RN+,0,854,DVD,NON_EXPRIMES,0.8185971828072771
prior,NFP+/RN+,0,855,LR,NFP+,0.6380208963722418
prior,NFP+/RN+,0,855,LR,RN+,0.298363330993513
prior,NFP+/RN+,0,855,LR,NON_EXPRIMES,0.06361577263424532
prior,NFP+/RN+,0,855,ENS+,NFP+,0.3636435933212592
prior,NFP+/RN+,0,855,ENS+,RN+,0.2783109287387748
prior,NFP+/RN+,0,855,ENS+,NON_EXPRIMES,0.358045477939966
prior,NFP+/RN+,0,855,DVD,NFP+,0.3451219829734729
prior,NFP+/RN+,0,855,DVD,RN+,0.1547510928636879
prior,NFP+/RN+,0,855,DVD,NON_EXPRIMES,0.5001269241628392
prior,NFP+/RN+,0,856,LR,NFP+,0.27242620987351535
prior,NFP+/RN+,0,856,LR,RN+,0.34955466232338545
prior,NFP+/RN+,0,856,LR,NON_EXPRIMES,0.378019127803099
prior,NFP+/RN+,0,856,ENS+,NFP+,0.5031074891082638
prior,NFP+/RN+,0,856,ENS+,RN+,0.3492951740913971
prior,NFP+/RN+,0,856,ENS+,NON_EXPRIMES,0.14759733680033932
prior,NFP+/RN+,0,856,DVD,NFP+,0.49541749254237144
prior,NFP+/RN+,0,856,DVD,RN+,0.48966318912104123
prior,NFP+/RN+,0,856,DVD,NON_EXPRIMES,0.014919318336587311
prior,NFP+/RN+,0,857,LR,NFP+,0.5123308908977663
prior,NFP+/RN+,0,857,LR,RN+,0.46887552237514196
prior,NFP+/RN+,0,857,LR,NON_EXPRIMES,0.018793586727091468
prior,NFP+/RN+,0,857,ENS+,NFP+,0.7228297694839331
prior,NFP+/RN+,0,857,ENS+,RN+,0.19998268662771143
prior,NFP+/RN+,0,857,ENS+,NON_EXPRIMES,0.07718754388835555
prior,NFP+/RN+,0,857,DVD,NFP+,0.5985146007658744
prior,NFP+/RN+,0,857,DVD,RN+,0.08611107238099074
prior,NFP+/RN+,0,857,DVD,NON_EXPRIMES,0.3153743268531347
prior,NFP+/RN+,0,858,LR,NFP+,0.4550927657547568
prior,NFP+/RN+,0,858,LR,RN+,0.02849263282239516
prior,NFP+/RN+,0,858,LR,NON_EXPRIMES,0.5164146014228479
prior,NFP+/RN+,0,858,ENS+,NFP+,0.825944291675509
prior,NFP+/RN+,0,858,ENS+,RN+,0.11023376660877664
prior,NFP+/RN+,0,858,ENS+,NON_EXPRIMES,0.0638219417157149
prior,NFP+/RN+,0,858,DVD,NFP+,0.042736976982566316
prior,NFP+/RN+,0,858,DVD,RN+,0.1502891319395012
prior,NFP+/RN+,0,858,DVD,NON_EXPRIMES,0.8069738910779324
prior,NFP+/RN+,0,859,LR,NFP+,0.24339827491967794
prior,NFP+/RN+,0,859,LR,RN+,0.3779181240518762
prior,NFP+/RN+,0,859,LR,NON_EXPRIMES,0.3786836010284459
prior,NFP+/RN+,0,859,ENS+,NFP+,0.9112590525292291
prior,NFP+/RN+,0,859,ENS+,RN+,0.016474067435759708
prior,NFP+/RN+,0,859,ENS+,NON_EXPRIMES,0.0722668800350113
prior,NFP+/RN+,0,859,DVD,NFP+,0.03913038047862735
prior,NFP+/RN+,0,859,DVD,RN+,0.644863315822179
prior,NFP+/RN+,0,859,DVD,NON_EXPRIMES,0.3160063036991935
prior,NFP+/RN+,0,860,LR,NFP+,0.4072134394356671
prior,NFP+/RN+,0,860,LR,RN+,0.19409857142749368
prior,NFP+/RN+,0,860,LR,NON_EXPRIMES,0.3986879891368393
prior,NFP+/RN+,0,860,ENS+,NFP+,0.7338346355363277
prior,NFP+/RN+,0,860,ENS+,RN+,0.006207008116644495
prior,NFP+/RN+,0,860,ENS+,NON_EXPRIMES,0.259958356347028
prior,NFP+/RN+,0,860,DVD,NFP+,0.4215015061586086
prior,NFP+/RN+,0,860,DVD,RN+,0.39261238586094227
prior,NFP+/RN+,0,860,DVD,NON_EXPRIMES,0.18588610798044922
prior,NFP+/RN+,0,861,LR,NFP+,0.32843648961213406
prior,NFP+/RN+,0,861,LR,RN+,0.3902045043751456
prior,NFP+/RN+,0,861,LR,NON_EXPRIMES,0.2813590060127203
prior,NFP+/RN+,0,861,ENS+,NFP+,0.46355434023456754
prior,NFP+/RN+,0,861,ENS+,RN+,0.27380583471562686
prior,NFP+/RN+,0,861,ENS+,NON_EXPRIMES,0.26263982504980565
prior,NFP+/RN+,0,861,DVD,NFP+,0.2611644577881357
prior,NFP+/RN+,0,861,DVD,RN+,0.25762378475466224
prior,NFP+/RN+,0,861,DVD,NON_EXPRIMES,0.4812117574572022
prior,NFP+/RN+,0,862,LR,NFP+,0.2308824340614508
prior,NFP+/RN+,0,862,LR,RN+,0.002429457093609317
prior,NFP+/RN+,0,862,LR,NON_EXPRIMES,0.7666881088449399
prior,NFP+/RN+,0,862,ENS+,NFP+,0.9803841685387367
prior,NFP+/RN+,0,862,ENS+,RN+,0.004013737019409265
prior,NFP+/RN+,0,862,ENS+,NON_EXPRIMES,0.01560209444185428
prior,NFP+/RN+,0,862,DVD,NFP+,0.030203670122878053
prior,NFP+/RN+,0,862,DVD,RN+,0.6284812891914692
prior,NFP+/RN+,0,862,DVD,NON_EXPRIMES,0.3413150406856526
prior,NFP+/RN+,0,863,LR,NFP+,0.0925508215889855
prior,NFP+/RN+,0,863,LR,RN+,0.8105110314316979
prior,NFP+/RN+,0,863,LR,NON_EXPRIMES,0.0969381469793165
prior,NFP+/RN+,0,863,ENS+,NFP+,0.615441695001998
prior,NFP+/RN+,0,863,ENS+,RN+,0.10222026771532094
prior,NFP+/RN+,0,863,ENS+,NON_EXPRIMES,0.28233803728268114
prior,NFP+/RN+,0,863,DVD,NFP+,0.5554910264688185
prior,NFP+/RN+,0,863,DVD,RN+,0.14325481113284347
prior,NFP+/RN+,0,863,DVD,NON_EXPRIMES,0.3012541623983381
prior,NFP+/RN+,0,864,LR,NFP+,0.0028451289795286693
prior,NFP+/RN+,0,864,LR,RN+,0.300189036537209
prior,NFP+/RN+,0,864,LR,NON_EXPRIMES,0.6969658344832624
prior,NFP+/RN+,0,864,ENS+,NFP+,0.7493544939629532
prior,NFP+/RN+,0,864,ENS+,RN+,0.1622650120500106
prior,NFP+/RN+,0,864,ENS+,NON_EXPRIMES,0.08838049398703605
prior,NFP+/RN+,0,864,DVD,NFP+,0.074379215712181
prior,NFP+/RN+,0,864,DVD,RN+,0.30249012344503423
prior,NFP+/RN+,0,864,DVD,NON_EXPRIMES,0.6231306608427846
prior,NFP+/RN+,0,865,LR,NFP+,0.46170186444105776
prior,NFP+/RN+,0,865,LR,RN+,0.2709570296686922
prior,NFP+/RN+,0,865,LR,NON_EXPRIMES,0.26734110589025
prior,NFP+/RN+,0,865,ENS+,NFP+,0.896438444290759
prior,NFP+/RN+,0,865,ENS+,RN+,0.0014249309575296869
prior,NFP+/RN+,0,865,ENS+,NON_EXPRIMES,0.10213662475171147
prior,NFP+/RN+,0,865,DVD,NFP+,0.5211859561913175
prior,NFP+/RN+,0,865,DVD,RN+,0.47568241932674626
prior,NFP+/RN+,0,865,DVD,NON_EXPRIMES,0.0031316244819362617
prior,NFP+/RN+,0,866,LR,NFP+,0.9188690876268182
prior,NFP+/RN+,0,866,LR,RN+,0.0023501398833134434
prior,NFP+/RN+,0,866,LR,NON_EXPRIMES,0.07878077248986833
prior,NFP+/RN+,0,866,ENS+,NFP+,0.6823301567392466
prior,NFP+/RN+,0,866,ENS+,RN+,0.23854426755395347
prior,NFP+/RN+,0,866,ENS+,NON_EXPRIMES,0.0791255757068
prior,NFP+/RN+,0,866,DVD,NFP+,0.05768327726400198
prior,NFP+/RN+,0,866,DVD,RN+,0.3336702807135888
prior,NFP+/RN+,0,866,DVD,NON_EXPRIMES,0.6086464420224091
prior,NFP+/RN+,0,867,LR,NFP+,0.08066787765903978
prior,NFP+/RN+,0,867,LR,RN+,0.37181725252409603
prior,NFP+/RN+,0,867,LR,NON_EXPRIMES,0.5475148698168641
prior,NFP+/RN+,0,867,ENS+,NFP+,0.771968385590766
prior,NFP+/RN+,0,867,ENS+,RN+,0.2192106210697551
prior,NFP+/RN+,0,867,ENS+,NON_EXPRIMES,0.008820993339479055
prior,NFP+/RN+,0,867,DVD,NFP+,0.5285722681345261
prior,NFP+/RN+,0,867,DVD,RN+,0.3668944666315899
prior,NFP+/RN+,0,867,DVD,NON_EXPRIMES,0.10453326523388395
prior,NFP+/RN+,0,868,LR,NFP+,0.639646761720857
prior,NFP+/RN+,0,868,LR,RN+,0.23840161124342593
prior,NFP+/RN+,0,868,LR,NON_EXPRIMES,0.12195162703571702
prior,NFP+/RN+,0,868,ENS+,NFP+,0.7905823713860163
prior,NFP+/RN+,0,868,ENS+,RN+,0.145062162310514
prior,NFP+/RN+,0,868,ENS+,NON_EXPRIMES,0.06435546630346985
prior,NFP+/RN+,0,868,DVD,NFP+,0.15693203237725242
prior,NFP+/RN+,0,868,DVD,RN+,0.7711307874902856
prior,NFP+/RN+,0,868,DVD,NON_EXPRIMES,0.07193718013246207
prior,NFP+/RN+,0,869,LR,NFP+,0.6289886493730084
prior,NFP+/RN+,0,869,LR,RN+,0.040655518853735376
prior,NFP+/RN+,0,869,LR,NON_EXPRIMES,0.3303558317732562
prior,NFP+/RN+,0,869,ENS+,NFP+,0.7835119741759441
prior,NFP+/RN+,0,869,ENS+,RN+,0.0870387040852698
prior,NFP+/RN+,0,869,ENS+,NON_EXPRIMES,0.12944932173878632
prior,NFP+/RN+,0,869,DVD,NFP+,0.321130636768426
prior,NFP+/RN+,0,869,DVD,RN+,0.1278607916459974
prior,NFP+/RN+,0,869,DVD,NON_EXPRIMES,0.5510085715855766
prior,NFP+/RN+,0,870,LR,NFP+,0.4666177463619514
prior,NFP+/RN+,0,870,LR,RN+,0.22088558156043542
prior,NFP+/RN+,0,870,LR,NON_EXPRIMES,0.31249667207761317
prior,NFP+/RN+,0,870,ENS+,NFP+,0.9241676831147725
prior,NFP+/RN+,0,870,ENS+,RN+,0.06269451728137086
prior,NFP+/RN+,0,870,ENS+,NON_EXPRIMES,0.013137799603856776
prior,NFP+/RN+,0,870,DVD,NFP+,0.36161892560626685
prior,NFP+/RN+,0,870,DVD,RN+,0.14623295098529693
prior,NFP+/RN+,0,870,DVD,NON_EXPRIMES,0.4921481234084362
prior,NFP+/RN+,0,871,LR,NFP+,0.33578142370761127
prior,NFP+/RN+,0,871,LR,RN+,0.35025407840879863
prior,NFP+/RN+,0,871,LR,NON_EXPRIMES,0.3139644978835902
prior,NFP+/RN+,0,871,ENS+,NFP+,0.7823333576027617
prior,NFP+/RN+,0,871,ENS+,RN+,0.18294483483983362
prior,NFP+/RN+,0,871,ENS+,NON_EXPRIMES,0.034721807557404685
prior,NFP+/RN+,0,871,DVD,NFP+,0.06615160709931499
prior,NFP+/RN+,0,871,DVD,RN+,0.3610715302308487
prior,NFP+/RN+,0,871,DVD,NON_EXPRIMES,0.5727768626698364
prior,NFP+/RN+,0,872,LR,NFP+,0.32410237855860363
prior,NFP+/RN+,0,872,LR,RN+,0.26321381127346
prior,NFP+/RN+,0,872,LR,NON_EXPRIMES,0.41268381016793626
prior,NFP+/RN+,0,872,ENS+,NFP+,0.9307780900490374
prior,NFP+/RN+,0,872,ENS+,RN+,0.018917907414420974
prior,NFP+/RN+,0,872,ENS+,NON_EXPRIMES,0.05030400253654135
prior,NFP+/RN+,0,872,DVD,NFP+,0.3335747607757446
prior,NFP+/RN+,0,872,DVD,RN+,0.06025223754379496
prior,NFP+/RN+,0,872,DVD,NON_EXPRIMES,0.6061730016804604
prior,NFP+/RN+,0,873,LR,NFP+,0.09429989622706951
prior,NFP+/RN+,0,873,LR,RN+,0.46315080481697435
prior,NFP+/RN+,0,873,LR,NON_EXPRIMES,0.4425492989559563
prior,NFP+/RN+,0,873,ENS+,NFP+,0.7833993039786247
prior,NFP+/RN+,0,873,ENS+,RN+,0.013708228083036343
prior,NFP+/RN+,0,873,ENS+,NON_EXPRIMES,0.20289246793833876
prior,NFP+/RN+,0,873,DVD,NFP+,0.4655427762605546
prior,NFP+/RN+,0,873,DVD,RN+,0.263221399297548
prior,NFP+/RN+,0,873,DVD,NON_EXPRIMES,0.2712358244418973
prior,NFP+/RN+,0,874,LR,NFP+,0.5246453661539031
prior,NFP+/RN+,0,874,LR,RN+,0.07176710123735697
prior,NFP+/RN+,0,874,LR,NON_EXPRIMES,0.4035875326087397
prior,NFP+/RN+,0,874,ENS+,NFP+,0.5505948853871804
prior,NFP+/RN+,0,874,ENS+,RN+,0.15449372020856733
prior,NFP+/RN+,0,874,ENS+,NON_EXPRIMES,0.29491139440425235
prior,NFP+/RN+,0,874,DVD,NFP+,0.4527976523215067
prior,NFP+/RN+,0,874,DVD,RN+,0.11430546911059979
prior,NFP+/RN+,0,874,DVD,NON_EXPRIMES,0.43289687856789344
prior,NFP+/RN+,0,875,LR,NFP+,0.11621113220154627
prior,NFP+/RN+,0,875,LR,RN+,0.012483225882134234
prior,NFP+/RN+,0,875,LR,NON_EXPRIMES,0.8713056419163197
prior,NFP+/RN+,0,875,ENS+,NFP+,0.8339076896483489
prior,NFP+/RN+,0,875,ENS+,RN+,0.04694004497443428
prior,NFP+/RN+,0,875,ENS+,NON_EXPRIMES,0.11915226537721683
prior,NFP+/RN+,0,875,DVD,NFP+,6.290126759534566e-7
prior,NFP+/RN+,0,875,DVD,RN+,0.42004081269184734
prior,NFP+/RN+,0,875,DVD,NON_EXPRIMES,0.5799585582954767
prior,NFP+/RN+,0,876,LR,NFP+,0.5077746009953672
prior,NFP+/RN+,0,876,LR,RN+,0.1637778214473781
prior,NFP+/RN+,0,876,LR,NON_EXPRIMES,0.3284475775572545
prior,NFP+/RN+,0,876,ENS+,NFP+,0.9519170052847921
prior,NFP+/RN+,0,876,ENS+,RN+,0.046070050469363605
prior,NFP+/RN+,0,876,ENS+,NON_EXPRIMES,0.0020129442458442356
prior,NFP+/RN+,0,876,DVD,NFP+,0.30566565625291936
prior,NFP+/RN+,0,876,DVD,RN+,0.668746641816323
prior,NFP+/RN+,0,876,DVD,NON_EXPRIMES,0.02558770193075768
prior,NFP+/RN+,0,877,LR,NFP+,0.2909093318440039
prior,NFP+/RN+,0,877,LR,RN+,0.5177648248515714
prior,NFP+/RN+,0,877,LR,NON_EXPRIMES,0.1913258433044248
prior,NFP+/RN+,0,877,ENS+,NFP+,0.8375393586743073
prior,NFP+/RN+,0,877,ENS+,RN+,0.053274523961541524
prior,NFP+/RN+,0,877,ENS+,NON_EXPRIMES,0.10918611736415126
prior,NFP+/RN+,0,877,DVD,NFP+,0.03057359860201057
prior,NFP+/RN+,0,877,DVD,RN+,0.45204378112805477
prior,NFP+/RN+,0,877,DVD,NON_EXPRIMES,0.5173826202699346
prior,NFP+/RN+,0,878,LR,NFP+,0.72718374012857
prior,NFP+/RN+,0,878,LR,RN+,0.2269183235872952
prior,NFP+/RN+,0,878,LR,NON_EXPRIMES,0.04589793628413468
prior,NFP+/RN+,0,878,ENS+,NFP+,0.8343398851451566
prior,NFP+/RN+,0,878,ENS+,RN+,0.0021082364873962144
prior,NFP+/RN+,0,878,ENS+,NON_EXPRIMES,0.16355187836744706
prior,NFP+/RN+,0,878,DVD,NFP+,0.039096539186184456
prior,NFP+/RN+,0,878,DVD,RN+,0.20621749598927208
prior,NFP+/RN+,0,878,DVD,NON_EXPRIMES,0.7546859648245435
prior,NFP+/RN+,0,879,LR,NFP+,0.3385794907498784
prior,NFP+/RN+,0,879,LR,RN+,0.2345631662391222
prior,NFP+/RN+,0,879,LR,NON_EXPRIMES,0.4268573430109995
prior,NFP+/RN+,0,879,ENS+,NFP+,0.5673736748839086
prior,NFP+/RN+,0,879,ENS+,RN+,0.3672084497396746
prior,NFP+/RN+,0,879,ENS+,NON_EXPRIMES,0.06541787537641713
prior,NFP+/RN+,0,879,DVD,NFP+,0.14830490654945755
prior,NFP+/RN+,0,879,DVD,RN+,0.21395967423847181
prior,NFP+/RN+,0,879,DVD,NON_EXPRIMES,0.6377354192120706
prior,NFP+/RN+,0,880,LR,NFP+,0.339828415108861
prior,NFP+/RN+,0,880,LR,RN+,0.2898972624136943
prior,NFP+/RN+,0,880,LR,NON_EXPRIMES,0.3702743224774447
prior,NFP+/RN+,0,880,ENS+,NFP+,0.870337810768266
prior,NFP+/RN+,0,880,ENS+,RN+,0.06004436444581143
prior,NFP+/RN+,0,880,ENS+,NON_EXPRIMES,0.06961782478592246
prior,NFP+/RN+,0,880,DVD,NFP+,0.4108092638707642
prior,NFP+/RN+,0,880,DVD,RN+,0.3135247832944148
prior,NFP+/RN+,0,880,DVD,NON_EXPRIMES,0.2756659528348211
prior,NFP+/RN+,0,881,LR,NFP+,0.1110356866557544
prior,NFP+/RN+,0,881,LR,RN+,0.08023650729265405
prior,NFP+/RN+,0,881,LR,NON_EXPRIMES,0.8087278060515914
prior,NFP+/RN+,0,881,ENS+,NFP+,0.6224234871565006
prior,NFP+/RN+,0,881,ENS+,RN+,0.34615415840541786
prior,NFP+/RN+,0,881,ENS+,NON_EXPRIMES,0.031422354438081765
prior,NFP+/RN+,0,881,DVD,NFP+,0.3078447242568159
prior,NFP+/RN+,0,881,DVD,RN+,0.5181855105424251
prior,NFP+/RN+,0,881,DVD,NON_EXPRIMES,0.17396976520075874
prior,NFP+/RN+,0,882,LR,NFP+,0.1418589519692374
prior,NFP+/RN+,0,882,LR,RN+,0.38207472510784085
prior,NFP+/RN+,0,882,LR,NON_EXPRIMES,0.47606632292292167
prior,NFP+/RN+,0,882,ENS+,NFP+,0.742987889849108
prior,NFP+/RN+,0,882,ENS+,RN+,0.04892107232435004
prior,NFP+/RN+,0,882,ENS+,NON_EXPRIMES,0.20809103782654195
prior,NFP+/RN+,0,882,DVD,NFP+,0.5340519607979877
prior,NFP+/RN+,0,882,DVD,RN+,0.037505412885111285
prior,NFP+/RN+,0,882,DVD,NON_EXPRIMES,0.42844262631690094
prior,NFP+/RN+,0,883,LR,NFP+,0.46598349430856706
prior,NFP+/RN+,0,883,LR,RN+,0.27883144842793905
prior,NFP+/RN+,0,883,LR,NON_EXPRIMES,0.2551850572634938
prior,NFP+/RN+,0,883,ENS+,NFP+,0.714888601919686
prior,NFP+/RN+,0,883,ENS+,RN+,0.11772661246665697
prior,NFP+/RN+,0,883,ENS+,NON_EXPRIMES,0.16738478561365727
prior,NFP+/RN+,0,883,DVD,NFP+,0.842357964251066
prior,NFP+/RN+,0,883,DVD,RN+,0.0017584101340447037
prior,NFP+/RN+,0,883,DVD,NON_EXPRIMES,0.15588362561488936
prior,NFP+/RN+,0,884,LR,NFP+,0.3326418147404129
prior,NFP+/RN+,0,884,LR,RN+,0.21382931773332314
prior,NFP+/RN+,0,884,LR,NON_EXPRIMES,0.453528867526264
prior,NFP+/RN+,0,884,ENS+,NFP+,0.7508679859887323
prior,NFP+/RN+,0,884,ENS+,RN+,0.05337182711187605
prior,NFP+/RN+,0,884,ENS+,NON_EXPRIMES,0.1957601868993919
prior,NFP+/RN+,0,884,DVD,NFP+,0.19179380377418354
prior,NFP+/RN+,0,884,DVD,RN+,0.20501093343913576
prior,NFP+/RN+,0,884,DVD,NON_EXPRIMES,0.6031952627866807
prior,NFP+/RN+,0,885,LR,NFP+,0.5178318268583963
prior,NFP+/RN+,0,885,LR,RN+,0.4727393144769376
prior,NFP+/RN+,0,885,LR,NON_EXPRIMES,0.00942885866466592
prior,NFP+/RN+,0,885,ENS+,NFP+,0.6513294378599555
